"username","content","date","likes_number","post_url"
"heidimacofficial","Visiting Australia? Use any other company for a prepaid sim. Vodaphone are the worst.",2021-12-27,"3","https://www.instagram.com/p/CX12K1ZLwt6/"
"suuiiii.2255","Calm down there doing there bet",2021-12-28,"0","https://www.instagram.com/p/CXuHvu7Fn9o/"
"suuiiii.2255","It's all good now got it fixed one of the plugs were out thanks for asking to help tho",2021-12-23,"0","https://www.instagram.com/p/CXuHvu7Fn9o/"
"suuiiii.2255","Who's here cause the internet is out",2021-12-21,"0","https://www.instagram.com/p/CXuHvu7Fn9o/"
"hira_han","I have been a customer for 7 years now and would not recommend Vodafone to anyone. I am having an extremely difficult time trying to get my bill amount rectified as I was promised I will receive my trade in credits - which I am not getting anymore.",2021-12-21,"2","https://www.instagram.com/p/CXhbqoQrxpU/"
"love_rose_44","Never wanna buy this phone always backup problem hate it ðŸ¤®ðŸ¤®ðŸ¤®",2022-11-23,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"clarelewiscadman","Its now been approximately an hour and a half since the technical team were going to call me back in 15 minutes",2022-06-01,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"vodafoneau","@clarelewiscadman  Hey Clare, we've got your DM, so just get back to us there when you're ready and we'll keep chatting to get this sorted.",2022-06-01,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"paulofeldmann","@vodafoneau still waiting reply, worst service in the world together with the worst Logistcs delivery @startrack it is a nightmare service",2021-12-10,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"vodafoneau","@paulofeldmann  Hey Paul, we want to make sure your new phone is in your hands. We're keeping an eye our for your DM and will get back to you as soon as you send through that message ðŸ™‚",2021-12-11,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"paulofeldmann","Worst service in the world ðŸŒ I did order my phone has been delay more than 1 month and yesterday was delivery at the right place and them went back to the warehouse, DONT ORDER with Vodafone ðŸ¤¦â€â™‚ï¸",2021-12-09,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"vodafoneau","@paulofeldmann  Hey Paul, we're working to get your new phone in your hands ASAP.Let's jump into your account to see where abouts your order is up to. Send us a DM and we'll lend a hand.",2021-12-09,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"kishore.12121","Amazing A_loveeyes",2021-11-19,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"evan_p","Vodafone team, I recently encoutered some bad experience with your service. Where could I make a formal feedback to your company ?",2021-11-08,"1","https://www.instagram.com/p/CT8TU8jDEbu/"
"vodafoneau","@evan_p  Hi Evan, we're disappointed to hear you've had a poor experience with us.We've received your PM over in Messenger, so keep an eye out for our reply, and we'll come back to you with some next steps shortly.",2021-11-08,"1","https://www.instagram.com/p/CT8TU8jDEbu/"
"gle_nunes","Thanks for lost my phone stupid @vodafoneau",2021-10-29,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"m_hamedtyuui","Careful",2021-10-27,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"mitch.gunther.14","Ooft D_td",2021-10-27,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"m_hamedtyuui","Very bad experience takecare of upgrading",2021-10-26,"1","https://www.instagram.com/p/CT8TU8jDEbu/"
"vodafoneau","@magdy.remaly  Hi Magdy, we love our loyal customers and are always here to help if you need a hand upgrading your device.Send us through a DM and we'll take a look at your account and lend a hand.",2021-10-26,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"m_hamedtyuui","@vodafoneau  worse service you don't appreciate loyalty O will report to TIO",2021-10-27,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"vodafoneau","@magdy.remaly  If you change your mind, you know where to find us. Just send us a DM with a little more information on what's happened and we'll lend a hand.",2021-10-28,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"tcfisho__","Wifi is bad",2021-10-24,"1","https://www.instagram.com/p/CT8TU8jDEbu/"
"vodafoneau","@tc_fisher  Hi there, if you're connected to one of our Home Wi-Fi offers and needing a hand, we're to help. Just send us a DM with a little more info on your issue and we'll take a look.",2021-10-25,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"gle_nunes","I never buy anything @vodafoneau again",2021-10-19,"1","https://www.instagram.com/p/CT8TU8jDEbu/"
"vodafoneau","@gle_nunes  Hey Gleyce, we've replied to your Facebook comment with some next steps to find you the right plan. Send us a DM and we can go from there ðŸ™‚",2021-10-20,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"gle_nunes","@vodafoneau Why am I going to call you DM if you are going to say the same thing about your co-workers",2021-10-22,"1","https://www.instagram.com/p/CT8TU8jDEbu/"
"gle_nunes","@vodafoneau that's means .. nothing helpful",2021-10-22,"1","https://www.instagram.com/p/CT8TU8jDEbu/"
"madisonsholer","On the off chance you haven't recently been disappointed by Vodafone, apparently there's certain areas that we just loose service for a week or so and are expected to just pay for it as usual and just deal with our phones becoming iPods ðŸ™ƒ apparently anyone in the area 3125 won't have data u til after the 19th. Was anyone else notified about this? So now I can't call for help, and the online chat was just a joke. No help at all, so done with Vodafone, couldn't not-recommend highly enough.",2021-10-14,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"ronniestu07","Worse customer service ever. You guys just know how to sell a product but not to care for customer at all. Made a purchase in the afternoon at 1 pm for 65$ plan and iPhone 13 pro. at 7 pm in the same day  I have checked first that the handset has not been shipped yet so made a call to swap iPhone 13 pro to iPhone 13 max which is even more expensive. But without any legitimate answer or empathy CSR said we have no option. They sale has been done. So it's done. Literally I don't know you now type answer. What a worse system it is? I'm frustrated. So I shall send the handset back once I receive and cancel the Plan. That's all Vodafone. It's ridiculousâ€¦",2021-10-11,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"vodafoneau","Hi Natasha, we're sad to hear you've not had the best experience recently over the phone, we'd like the opportunity to turn that around into a more positive experience. If you send us a DM on here, we'll take a look at what's been happening and do everything we can to come to a resolution ASAP.",2021-09-30,"1","https://www.instagram.com/p/CT8TU8jDEbu/"
"naturaloakmedia","Yes A_loveeyes would love to make some videos with this D_fireD_fire",2021-09-29,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"conr_89","@vodafoneau I ordered an iPhone 13 Pro on Saturday, everything said in stock and I was provided a delivery date. 2 days later you tell me you have no stock and the phone is on back order awaiting stock. So you sold me a product you don't actually have and doesn't exist. Entirely misleading. Pretty sure this goes against a lot of ACCC regulations. Rather disappointed.",2021-09-29,"1","https://www.instagram.com/p/CT8TU8jDEbu/"
"fabienfoglia","DO NOT GET VODAFONE NBNI have subscribed 7 days ago and still don't have internet at my place Melbourne inner suburb, it's a joke in 2021 !! I had 7 phone calls with them and they always blame someone else, TV first , which I have updated so no issues from the Tv anymore â€¦ now they say it's from NBN ..Spent over 6 hours on the phone in a week with them and they won't even compensate for the time I have wasted with them, In lockdown without INTERNET working at home, you guys are fantastic !! Yes your staff is well trained to apologize but at some point you need to take responsibility and compensate people when you are wasting they time â€¦ Operator told me: you won't be charged for the time internet hasn't workedâ€¦ Oh really that's so nice of you !  You guys a big joke .DO NOT TAKE VODAFONE NBN",2021-09-27,"2","https://www.instagram.com/p/CT8TU8jDEbu/"
"tonydrizzybeats","D_fireD_fire",2021-09-26,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"tonydrizzybeats","Follow @beyond_hospitality",2021-09-26,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"airpods12apple1616","Hi , whats offer of iphone pro max 256gb / 12months?",2021-09-26,"0","https://www.instagram.com/p/CT8TU8jDEbu/"
"sarahtvan","Don't do it. Customer service is appalling - I've spent weeks (months now) trying to sort out this â€œnewâ€ plan and get my overcharged bills corrected with no resolution. They make promises (looking at you retentions team) to get you to sign up before turning around and making excuses. I'm going to try and get transcripts of the calls and chat logs to look at what the TIO can do but it seems you have to jump through hoops to get them too. Not worth the stress.",2021-09-25,"2","https://www.instagram.com/p/CT8TU8jDEbu/"
"aishalagunju","Once I finish this plan, I won't be upgrading or dealing with you guys anymore. You are only interested in selling. Your after sales care is appalling ðŸ‘ŽðŸ¾",2021-09-23,"1","https://www.instagram.com/p/CT8TU8jDEbu/"
"28spices","I ordered the fold 3 and delivery promised for the 9th and now its going to be delayed till the 16th. A_sad6 this is going to cause billing cycle issues too. Very disappointing.",2021-09-03,"0","https://www.instagram.com/p/CS_AETRHK0z/"
"datpatdude","@danielandrewsmp likes @drphil screensaver",2022-10-13,"0","https://www.instagram.com/p/CSqT0sdJVgR/"
"tonydrizzybeats","@beyond_hospitality",2021-09-26,"0","https://www.instagram.com/p/CSqT0sdJVgR/"
"olliewhitham","Is your network down",2021-08-25,"0","https://www.instagram.com/p/CSqT0sdJVgR/"
"vodafoneau","@olliewhitham  Hey Ollie, if you're still having network issues, we'd be keen to look into it. Shoot us a DM with your suburb and postcode and we'll get it checked out.",2021-08-25,"1","https://www.instagram.com/p/CSqT0sdJVgR/"
"bimmy420","What's the release date on these?",2021-08-23,"0","https://www.instagram.com/p/CSqT0sdJVgR/"
"marvinosifo","D_tdðŸ¿D_tdðŸ¿ðŸ‘ŒðŸ¿",2023-02-10,"0","https://www.instagram.com/p/CRh30AQDW5w/"
"dajanadedic","Hi Vodafone, I am trying to find a contact email to get in touch. I am now living in Germany but can't call with the international number as my german sim won't allow international calling.I would like assistance on keeping my current Australia number/SIM as it's linked to so many accounts etc. thanks!",2021-08-09,"0","https://www.instagram.com/p/CRh30AQDW5w/"
"vodafoneau","@dajanadedic  Hey Dajana, no worries! We can give you a hand over here on Instagram D_td If you could shoot us a DM, we'll get back to you shortly.",2021-08-10,"1","https://www.instagram.com/p/CRh30AQDW5w/"
"serene.d05","no",2021-08-07,"0","https://www.instagram.com/p/CRh30AQDW5w/"
"camwall","Can I get the address of your accounts payable team so I can invoice Vodafone for wasting my time ?",2021-07-31,"0","https://www.instagram.com/p/CRh30AQDW5w/"
"vodafoneau","@camwall  Hey there, if you need help with a current account, we can lend hand. Shoot us a DM with some more info about what's been happening and we'll make sure we do everything we can to get things back on the right track ASAP.",2021-07-31,"0","https://www.instagram.com/p/CRh30AQDW5w/"
"joey_corrente","Love this phone the display is amazing been Nextflixing throughout lockdown. A_loveeyesA_loveeyes",2021-07-28,"0","https://www.instagram.com/p/CRh30AQDW5w/"
"blogumentary","The worst customer service and worst network",2021-07-27,"1","https://www.instagram.com/p/CRh30AQDW5w/"
"laurakate04","So dumb that the EOFY sale ends before the end of the financial year.. We went in to get iPhone 12 on the 25th (which is the day the sale ended but we didn't know that) & they didn't have the phone but did at a different store. I told the lady I would drive to the store that day but she said not to & that she'll get the phone brought across. So we went back in a few days and got the phone, but the sale had ended and they wouldn't honour it A_loveeyes­A_loveeyes­A_loveeyes­",2021-06-30,"0","https://www.instagram.com/p/COoZ1toBA75/"
"vodafoneau","@laurakate04  Hey Laura, we hope you're enjoying your new iPhone 12 already D_td If you could send us a DM, we'll jump into your account and see what can be done.",2021-06-30,"0","https://www.instagram.com/p/COoZ1toBA75/"
"kayo_marbilus","Let's colab ðŸ¤™ðŸ¿A_loveeyesŽðŸ¤˜ðŸ¿",2021-06-27,"0","https://www.instagram.com/p/COoZ1toBA75/"
"mitch.gunther.14","Amazing!",2021-06-10,"0","https://www.instagram.com/p/COoZ1toBA75/"
"dani.armstrong_","Can you explain why I had no mobile data for four hours this morning? This is the third time I've had a major network or data outage in as many weeks and I live in metro Brisbane. I've been with Vodafone 17 years now and my loyalty doesn't mean anything - rubbish coverage, and always excuses. I should be reimbursed for this.",2021-06-05,"0","https://www.instagram.com/p/COoZ1toBA75/"
"vodafoneau","@danimareelifts  Hey there, we were aware of an issue that was causing disruption to some customers in South East Queensland. Our Network team have since resolved the issue, and services are now back online. If you'd like to talk more about this and your current account, give us a call on 1300 650 410, we're more than happy to chat.",2021-06-05,"0","https://www.instagram.com/p/COoZ1toBA75/"
"arjn_13","Oi you flops, why can't I get internet in Brisbane?!",2021-06-05,"0","https://www.instagram.com/p/COoZ1toBA75/"
"vodafoneau","@arjn_13 we're aware of an issue that's causing disruption to some customers in QLD. Our team have been working to resolve the issue, and services are now back online. If you're still experiencing issues, try restarting your device which should reconnect you to the network.",2021-06-05,"0","https://www.instagram.com/p/COoZ1toBA75/"
"arjn_13","@vodafoneau why don't you compensate with a free weekend of data like last time which really doesn't apply to the people that have plans and unlimited data ðŸ™„ Flops",2021-06-05,"0","https://www.instagram.com/p/COoZ1toBA75/"
"21.dgoz","Then I have to work with Instagram, Facebook and WhatsApp? I don't need gps and google anymore!!",2021-06-05,"0","https://www.instagram.com/p/COoZ1toBA75/"
"vodafoneau","@it.sjd we're aware of an issue that's causing disruption to some customers in QLD. Our team have been working to resolve the issue, and services are now back online. If you're still experiencing issues, try restarting your device which should reconnect you to the network.",2021-06-05,"0","https://www.instagram.com/p/COoZ1toBA75/"
"doriangrayinstie","Hi its Saturday 5 June 2021.  Is there something wrong with the Internet?",2021-06-05,"0","https://www.instagram.com/p/COoZ1toBA75/"
"vodafoneau","@doriangrayinstie we're aware of an issue that's causing disruption to some customers in QLD. Our team have been working to resolve the issue, and services are now back online. If you're still experiencing issues, try restarting your device which should reconnect you to the network.",2021-06-05,"0","https://www.instagram.com/p/COoZ1toBA75/"
"cityruns2020","Mine works for Facebook & Instagram but I can't browse the internet or use other apps.",2021-06-05,"2","https://www.instagram.com/p/COoZ1toBA75/"
"axilleas333","Awful coverage and looking for a provider more reliable and contacting Vodafone is a waste of timeb",2021-05-26,"1","https://www.instagram.com/p/COoZ1toBA75/"
"vodafoneau","@axilleas333 Hi there, if you're having issues with the coverage in your area, we'd be keen to check it out. Send us a private message on either Facebook or Twitter with your suburb and postcode and we'll take a closer look at what's going on.",2021-05-26,"0","https://www.instagram.com/p/COoZ1toBA75/"
"vodafoneau","@axilleas333  We know how important it is to be connected and are keen to get this cleared up. Either head over to Facebook or Twitter to send us through a private message with some more info about your service, otherwise you can also give us a buzz on 1300 650 410.",2021-05-26,"0","https://www.instagram.com/p/COoZ1toBA75/"
"lanah_92","My phone has not had any service for 9 hours are you kidding please contact me",2021-05-21,"0","https://www.instagram.com/p/COoZ1toBA75/"
"simsharpie","Vodafone you are shit !!! Issue still not resolved after 5 months",2021-07-27,"1","https://www.instagram.com/p/COhTXSthjH2/"
"vodafoneau","@simsharpie  Hey there, let's find out what's going on with your nbn. We've picked up your private message and we'll get back to you there ASAP.",2021-07-27,"0","https://www.instagram.com/p/COhTXSthjH2/"
"hira_han","I have been a customer for 7 years now and for the past 3 months I have been getting the wrong bill. I have atleast been on 4 calls with the customer service and my last 3 bills till haven't been rectified - the customer service is ridiculously bad and I am now again paying the incorrect amount. Literally no one has been able to resolve my queries and every time I get a different answer.",2021-07-19,"1","https://www.instagram.com/p/COhTXSthjH2/"
"vodafoneau","@hira_han  Hi Hira, we know how frustrating that must be, making sure your bills are clear and you know how much you'll be paying is really important to us. Let's take a good look for you here, we'll get to the bottom of it. Shoot us a DM and we'll grab all the info we need to investigate.",2021-07-20,"0","https://www.instagram.com/p/COhTXSthjH2/"
"belinda_patton","I call BS on this...",2021-05-10,"3","https://www.instagram.com/p/COhTXSthjH2/"
"vodafoneau","@belinda_patton  No jokes here Belinda. For more info just head to the link in our bio D_tdðŸ‘‘",2021-05-11,"0","https://www.instagram.com/p/COhTXSthjH2/"
"n_tayyylor","Just bought a new sim card can't wait to switch to Optus D_td you guys are useless internet always having troubles!",2021-05-08,"1","https://www.instagram.com/p/COhTXSthjH2/"
"rere_andrade","Don't choose Vodafone is you are looking for a network provider. @vodafone what a shame",2021-05-07,"3","https://www.instagram.com/p/COhTXSthjH2/"
"walid_hassanein","Vodafone is a failed company and the reason is a lot of problems, I reported to the company a lot about the poor service provided to it, and because of the actual failure, there were no solutions even after years, I advise not to use Vodafone's service anywhere and go to use another network that is better than Vodafone's",2021-06-23,"1","https://www.instagram.com/p/CN6DRFGhGnC/"
"kryptonite5190","Hi Vodafone, I'm struggling with your third party insurance service. Please help here .. just going back and forth. I wouldn't have bought if I knew it was not Vodafone but an outsourced insurance vendor..",2021-05-03,"0","https://www.instagram.com/p/CN6DRFGhGnC/"
"vodafoneau","@rish100  Thanks for touching base, Rish. Unfortunately we won't be able to assist with your insurance claim. For all insurance matters, you'll need to get in touch with our insurance provider directly. You can give them a buzz on 1800 371 713 or over to our website for more info.",2021-05-03,"0","https://www.instagram.com/p/CN6DRFGhGnC/"
"vodafoneau","@rish100  We're more than happy to talk things through, give us a call on 1300 650 410 and we can run you through the insurance claim process. You can also head to our site for more info here: www.vodafone.com.au/support/plans/insurance.",2021-05-03,"0","https://www.instagram.com/p/CN6DRFGhGnC/"
"kryptonite5190","@vodafoneau they're not helping and asking me to contact them doesn't help either. I asked for help .. you said NO in a roundabout manner :)) not cool though. Expect more from my Telco",2021-05-03,"0","https://www.instagram.com/p/CN6DRFGhGnC/"
"feelbetterpublishing","Vodafone have the worst service. My father died two days ago and the phone cut out whilst she tried to tell me. I have been fighting Vodafone six months already and will take this to court for a refund if I must. Shame on you forever Vodafone!",2021-04-29,"0","https://www.instagram.com/p/CN6DRFGhGnC/"
"vodafoneau","@feelbetterpublishing  Our condolences to you and your family at this time. If you're having issues with your reception, we can take a closer look over our social channels to see what's going on. Send us through a private message on either Facebook or Twitter, and we'll lend a hand to see what we can do.",2021-04-30,"1","https://www.instagram.com/p/CN6DRFGhGnC/"
"vodafoneau","@feelbetterpublishing  Not to worry, we're keen to get this cleared up for you. Send us through that private message on Facebook or Twitter and we'll look to see what we can do.",2021-04-30,"0","https://www.instagram.com/p/CN6DRFGhGnC/"
"vodafoneau","@feelbetterpublishing  We're really keen to help clear this up, and take one more look to see what we can do. Pop the below link in your browser or send us a PM over in the messenger app and we'll pick up where you left off.m.me/vodafoneau",2021-04-30,"1","https://www.instagram.com/p/CN6DRFGhGnC/"
"flankandfinish","@chrisarai",2021-04-28,"1","https://www.instagram.com/p/CN6DRFGhGnC/"
"davor.petranovic","Free data services for one day as compensation for days of interrupted connectivity? You serious Vodafone? A_loveeyes¡",2021-04-22,"3","https://www.instagram.com/p/CN6DRFGhGnC/"
"sarah.pooleee","loved doing this !!",2021-04-21,"3","https://www.instagram.com/p/CN6DRFGhGnC/"
"ebethtungol_04","Wow I wish I had one of these fone for my hubby on coming Father's day gift for him A_loveeyesªA_loveeyesªA_loveeyesªA_loveeyesªA_loveeyesªðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»",2021-06-17,"0","https://www.instagram.com/p/CN1iV0Ajtzv/"
"vodafoneau","@ebethtungol_04  Sounds like one of these would make the perfect gift! We can chat you through some great plan options if you're keen, just shoot us a DM or give us a buzz on 1300 650 410 A_loveeyes",2021-06-17,"0","https://www.instagram.com/p/CN1iV0Ajtzv/"
"dr_umairhasan","Totally useless service, trying to leech out the money out of clients in the COVID-19 era.",2021-04-28,"0","https://www.instagram.com/p/CN1iV0Ajtzv/"
"vodafoneau","@dr_umairhasan  Hi there, if you're needing a hand with anything, our Customer Care Team can help you out. To get in touch, just give them a call on 1300 650 410 or send them a DM on either Twitter or Facebook.",2021-04-28,"0","https://www.instagram.com/p/CN1iV0Ajtzv/"
"vodafoneau","@dr_umairhasan  Our International Customer Care Line can lend a hand with this. All you need to do is call them on +61 426 320 000 and they'll help close your account.",2021-04-28,"0","https://www.instagram.com/p/CN1iV0Ajtzv/"
"n_tayyylor","You guys are useless!!!!",2021-04-21,"0","https://www.instagram.com/p/CN1iV0Ajtzv/"
"vodafoneau","@n_tayyylor  Hi there, if you're needing a hand with your Vodafone service, we're here to help. Give us a call on 1300 650 410 or send us through a message on Facebook or Twitter and we'll look to see what we can do.",2021-04-22,"0","https://www.instagram.com/p/CN1iV0Ajtzv/"
"juliedutton1973","How much do these phones cost?",2021-04-19,"0","https://www.instagram.com/p/CN1iV0Ajtzv/"
"vodafoneau","@juliedutton1973  Hi Julie, we have some awesome hot offers on the Samsung's mid-range phones at the moment. You can even grab one for as low as $2 a month! For more info, head over to our website or give us a buzz on 1300 650 410.",2021-04-20,"0","https://www.instagram.com/p/CN1iV0Ajtzv/"
"simsharpie","Been trying to connect a NBN for my daughter's new place since the 5 th February..... I've been in store , wasted hours and hours and hours of my time on the phone ... STILL NO CONNECTION... I've been with Vodafone for over 20 years .. I've emailed etc  I would love to cancel everything ... where can I get help to get her connected to nbn ... we have spent heaps on extra data as she is on prepaid and has to use her hotspot for internet ðŸ¤¬",2021-04-19,"0","https://www.instagram.com/p/CN1iV0Ajtzv/"
"ashley.bourn","Thanks Amaysim, I'd like to know why dont all phone companies data bank. ..",2023-08-07,"1","https://www.instagram.com/p/Cvozh4nJp2i/"
"robbiebarton","Ive almost got a TB to use. Anyone need any A_loveeyes‚",2023-08-07,"0","https://www.instagram.com/p/Cvozh4nJp2i/"
"sheryl.singh","A_loveeyes‚",2023-08-07,"0","https://www.instagram.com/p/Cvozh4nJp2i/"
"sally_ann28","I'm too scared to do it. My first new phone in 10 years still in the box",2023-07-31,"0","https://www.instagram.com/p/CvWx8hLv_jj/"
"alihihu","4 days!!!! transfer consistently fails! I am very angry!!!",2023-08-01,"0","https://www.instagram.com/p/CvWx8hLv_jj/"
"moofie48","Love the jacket..lol",2023-07-28,"1","https://www.instagram.com/p/CvMlj5oLsqw/"
"debschoon21","That's me only I listen to the same song over and over! ðŸ¤£ what was I made for - Billie Eilish from barbie movie at the moment ! Now it's stuck in my head",2023-07-25,"1","https://www.instagram.com/p/CvEwb11AlPM/"
"lifewithoutraooull","True true!",2023-07-20,"0","https://www.instagram.com/p/CuyuxWwNsQX/"
"very__loki","If it's an unknown number I don't even answer the phone",2023-07-18,"0","https://www.instagram.com/p/CuyuxWwNsQX/"
"rgp82","Gold",2023-07-17,"0","https://www.instagram.com/p/CuyuxWwNsQX/"
"karanchoudharry","A_loveeyes‚",2023-07-17,"0","https://www.instagram.com/p/CuyuxWwNsQX/"
"scottymeff","Disapprove of bullfighting tho",2023-07-18,"0","https://www.instagram.com/p/CuyuxWwNsQX/"
"auntyaj","That feeling when you pay for a whole year and not even 2 months in you get cut off with no warning for phone calls that are too long ðŸ¤¬ðŸ¤¬ great customer service and so dangerous to be left with no phone",2023-07-11,"0","https://www.instagram.com/p/CujSBpjOg4l/"
"white_cam01","@amaysim I already feel the love because I haven't needed to switch",2023-07-11,"1","https://www.instagram.com/p/CujSBpjOg4l/"
"ollieharryxl","@amaysim Why the TV advert with naked people running through the street. You need to sack your media company and head of marketing! F@cking awful and off putting ad ever.  I'll never move to Amaysim based on the advert. ðŸ¤®",2023-07-16,"0","https://www.instagram.com/p/CujSBpjOg4l/"
"withsadiq","Haahah",2023-07-07,"0","https://www.instagram.com/p/CuY--YDrcpY/"
"janes_pinkcosmos","I don't want fcuking 5G ever!",2023-07-17,"0","https://www.instagram.com/p/CuRXR3brjWI/"
"npbevo","I went on your 5G plan when it came out...is there still a point to me staying on this plan if I'll have more data going back to one of the 5G plans or will Amaysim be passing on some Speed/Data benefits to those who adopted your 5G plans early? I hope this made sense.",2023-08-01,"0","https://www.instagram.com/p/CuRXR3brjWI/"
"amaysim","@npbevo Hey there. 5G doesn't inherently use more data than 4G. It's essentially a more advanced version of the current mobile networks we use with technology that allows for faster speeds, lower latency and greater capacity. With this said, it's generally assumed that as we start to use 5G, we will naturally start to consume more data thanks to the attributes of 5G and how seamless it makes downloading large files, streaming content in Ultra HD and connecting multiple devices at once. For this reason, if you do plan to use 5G, we recommend making sure you optimise your phone settings so you can make the most of the mobile data included in your plan. â€“Taylor",2023-08-03,"0","https://www.instagram.com/p/CuRXR3brjWI/"
"synthgirl","You got me to renew my plan from $40 to $45 a month to get 5G  by 3rd July,  I did it on the 2nd July , today 4th July , you email me to say I can get 5G if I renew today , what the hell is going on ?  Now this says a $",2023-07-04,"0","https://www.instagram.com/p/CuRXR3brjWI/"
"synthgirl","@synthgirl Now it says $40 ? I've emailed you guys so many times and get no replies , I'm super furious atm .",2023-07-04,"0","https://www.instagram.com/p/CuRXR3brjWI/"
"amaysim","@synthgirl  Uh-oh! We apologise for any inconvenience caused here. We've sent you a message to clear this up. Chat with us and share your details, so we can check your mobile plan. Thanks. â€“Taylor",2023-07-05,"2","https://www.instagram.com/p/CuRXR3brjWI/"
"synthgirl","@amaysim Thank you Taylor for your help , very happy , have a lovely day ðŸ¤—F_purpleheart",2023-07-05,"1","https://www.instagram.com/p/CuRXR3brjWI/"
"amaysim","@synthgirl No prob. Just DM us if you need any help. Cheers! A_loveeyes‰ðŸ§¡ â€“Taylor",2023-07-05,"1","https://www.instagram.com/p/CuRXR3brjWI/"
"chrisgallz","So can I downgrade/revert back to $30 per month and still get 5g?",2023-07-04,"1","https://www.instagram.com/p/CuRXR3brjWI/"
"ay_its_angelo","Don't. Speeds are capped on these plans so there is no point in having 5G",2023-07-04,"0","https://www.instagram.com/p/CuRXR3brjWI/"
"amaysim","@chrisgallz Hello. Thanks for your query. Yeah, you can, as we'll extend the 5G network access to the $30+ plan price point. â€“Taylor",2023-07-05,"0","https://www.instagram.com/p/CuRXR3brjWI/"
"bubblegumqa","When?",2023-07-04,"0","https://www.instagram.com/p/CuRXR3brjWI/"
"amaysim","@bubblegumqa Hey there. Thanks for your query. The changes will apply from your next renewal after 3 July 2023. â€“Taylor",2023-07-05,"0","https://www.instagram.com/p/CuRXR3brjWI/"
"mighty.sustainable.mouse","Finally!  Yay! ðŸ¥³D_clapðŸ«¶",2023-07-14,"1","https://www.instagram.com/p/CuRXR3brjWI/"
"areyagorg","Can you apply 5G to the $10 plans?",2023-07-04,"0","https://www.instagram.com/p/CuRXR3brjWI/"
"prfnq","A_loveeyes‚D_tdF_redheartA_loveeyes‚",2023-07-06,"0","https://www.instagram.com/p/CuRXR3brjWI/"
"alixraza101","Best Mobile Deals out there",2023-07-01,"1","https://www.instagram.com/p/CuEYhmfMT0a/"
"stevegrynners","@warren.landsman",2023-06-30,"0","https://www.instagram.com/p/CuEYhmfMT0a/"
"houseofgoo","ðŸ§¡ðŸ§¡ðŸ§¡ 139 ðŸ§¡ðŸ§¡ðŸ§¡",2023-06-25,"1","https://www.instagram.com/p/CtqAT_TxgqA/"
"lalishagrubisic","141 phones!",2023-06-20,"1","https://www.instagram.com/p/CtqAT_TxgqA/"
"nads_steven08","353 phones!",2023-06-20,"2","https://www.instagram.com/p/CtqAT_TxgqA/"
"mariadana2","223 phones",2023-06-22,"1","https://www.instagram.com/p/CtqAT_TxgqA/"
"tracheez","158D_clap",2023-06-20,"1","https://www.instagram.com/p/CtqAT_TxgqA/"
"mascatomum62","159D_clap",2023-06-21,"1","https://www.instagram.com/p/CtqAT_TxgqA/"
"waste.no.thyme","187 A_loveeyes¬ðŸ¤ž",2023-06-20,"1","https://www.instagram.com/p/CtqAT_TxgqA/"
"scottyb1410","148 phones",2023-06-19,"2","https://www.instagram.com/p/CtqAT_TxgqA/"
"sharsimply","259",2023-06-21,"1","https://www.instagram.com/p/CtqAT_TxgqA/"
"fancyfreeandsingle","412",2023-06-21,"1","https://www.instagram.com/p/CtqAT_TxgqA/"
"beautyisbrutal","409",2023-06-21,"1","https://www.instagram.com/p/CtqAT_TxgqA/"
"shane_stjames","ONE PHONE",2023-06-21,"1","https://www.instagram.com/p/CtqAT_TxgqA/"
"miss_weber","@amaysim I've been a customer for many years A_loveeyes you guys used to give us free data all the time but the past year there's been almost none. Are you no longer including this as part of your service? It's a big component of why I've stayed with the company A_sad6",2023-06-19,"3","https://www.instagram.com/p/CtqAT_TxgqA/"
"levi.stevo","@miss_weber I've noticed the same. Maybe since they introduced Data Banking?",2023-06-19,"1","https://www.instagram.com/p/CtqAT_TxgqA/"
